parcel,source,owner_name,address,jurisdiction,luc,luc_desc,parcel_class,acres,assessed_land,assessed_bldg,has_building,city_department,city_intended_use,development_candidate,census_tract,lat,lon
R72 15807 0018,both,DAYTON CITY OF,4335 4339 BLUEBERRY AVE,DAYTON,400,Commercial vacant land,C,0006.78800,000000049890.00,000000000000.00,N,,,Y,39113-000200-3,39.78188549544375,-84.25582972169525
R72 15815 0022,both,DAYTON CITY OF,3927 PRESCOTT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004310.00,000000000000.00,N,Planning,Surplus,Y,39113-000300-1,39.78716823517998,-84.24574815493646
R72 15815 0032,both,DAYTON CITY OF,3932 MIDDLEHURST LN,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000004840.00,000000000000.00,N,,,Y,39113-000300-1,39.78762952110973,-84.2462135685881
R72 15901 0087,both,CITY OF DAYTON,4506 QUEENS AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000004110.00,000000000000.00,N,Planning,Surplus,Y,39113-000200-3,39.784023150882625,-84.25756340893321
R72 15905 0006,both,DAYTON CITY OF,4521 PRESCOTT AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000006260.00,000000000000.00,N,Planning,Surplus,Y,39113-000200-2,39.78663458993627,-84.2581026829763
R72 15909 0061,both,DAYTON CITY OF,GREENWICH VILLAGE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000000320.00,000000000000.00,N,Planning,Surplus,Y,39113-000200-2,39.787777134431884,-84.26096342442624
R72 15910 0057,both,DAYTON CITY OF,4601 ST JAMES AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002640.00,000000000000.00,N,Planning,Surplus,Y,39113-000200-2,39.78911555423743,-84.25928290518604
R72 16102 0040,both,DAYTON CITY OF,4910 KINGS HWY,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002860.00,000000000000.00,N,,,Y,39113-000200-1,39.782366938561736,-84.2635136129289
R72 16103 0014,county_only,DAYTON CITY OF,4939 EICHELBERGER AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002800.00,000000000000.00,N,,,Y,39113-000200-1,39.78587737569795,-84.26520527040637
R72 16103 0057,both,CITY OF DAYTON,GENESEE AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002550.00,000000000000.00,N,Planning,Surplus,Y,39113-000200-1,39.784727709531275,-84.2652593458157
R72 16103 0058,both,CITY OF DAYTON,QUEENS AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002610.00,000000000000.00,N,Planning,Surplus,Y,39113-000200-1,39.78427040334997,-84.26521795953724
R72 16103 0082,both,DAYTON CITY OF,1840 DEWITT DR,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000003120.00,000000000000.00,N,,,Y,39113-000200-1,39.78404878509254,-84.26291642967496
R72 16104 0040,both,DAYTON CITY OF,5001 EICHELBERGER AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002800.00,000000000000.00,N,,,Y,39113-000200-1,39.78590990547779,-84.26558378203198
R72 16104 0045,both,DAYTON CITY OF,5018 EICHELBERGER AVE,DAYTON,500,"Residential vacant land, lot",R,0000.00000,000000002800.00,000000000000.00,N,,,Y,39113-000200-1,39.785452035955736,-84.26629641927153
R72 16118 0020,both,DAYTON CITY OF,2027 VAL VISTA CT,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000007280.00,000000000000.00,N,Planning,Surplus,Y,39113-000200-1,39.787888450360256,-84.26418851189187
R72 16201 0066,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.77684577371121,-84.24157144231853
R72 16214 0075,both,CITY OF DAYTON,1925 KENSINGTON DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000008150.00,000000000000.00,N,Planning,Surplus,Y,39113-000400-4,39.784244332870514,-84.24185251427187
R72 16215 0004,both,CITY OF DAYTON,2051 WESLEYAN RD,DAYTON,613,Exempt land only,E,0000.00000,000000003630.00,000000000000.00,N,Planning,Surplus,Y,39113-000300-1,39.78676215309895,-84.24407828759816
R72 16215 0005,both,CITY OF DAYTON,2051 WESLEYAN RD,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000002720.00,000000000000.00,N,Planning,Surplus,Y,39113-000300-1,39.78669989967104,-84.24414082173801
R72 16215 0094,both,CITY OF DAYTON,KENSINGTON DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003570.00,000000000000.00,N,Planning,Surplus,Y,39113-000400-4,39.786607716672144,-84.24150407033454
R72 16302 0003,both,CITY OF DAYTON,2248 BENTON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003480.00,000000000000.00,N,Planning,Surplus,Y,39113-000500-1,39.79011003152795,-84.23719064635726
R72 16303 0043,both,CITY OF DAYTON,2245 BENTON AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003180.00,000000000000.00,N,Planning,Surplus,Y,39113-000500-1,39.78999661014334,-84.2376184745655
R72 16303 0047,city_layer_only,,,,,,,,,,N,Planning,Surplus,Y,,39.790683558036434,-84.23758575274329
R72 16304 0053,both,DAYTON CITY OF,2130 KIPLING DR,DAYTON,640,"Exempt, owned by municipals",E,0000.00000,000000003570.00,000000000000.00,N,Planning,Surplus,Y,39113-000400-4,39.78814559716196,-84.24262633838465
R72 16308 0017,county_only,DAYTON CITY OF,SIEBENTHALER & PHILA,DAYTON,400,Commercial vacant land,C,0000.03600,000000000000.00,000000000000.00,N,,,Y,,,
R72 16702 0094,county_only,DAYTON CITY OF,TROY ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 16702 0102,county_only,CITY OF DAYTON,TROY ST,DAYTON,400,Commercial vacant land,C,0000.33000,000000000000.00,000000000000.00,N,,,Y,,,
R72 16702 0103,county_only,CITY OF DAYTON,TROY ST,DAYTON,400,Commercial vacant land,C,0000.22100,000000000000.00,000000000000.00,N,,,Y,,,
R72 16702 0104,county_only,CITY OF DAYTON,STANLEY AVE,DAYTON,400,Commercial vacant land,C,0000.12300,000000000000.00,000000000000.00,N,,,Y,,,
R72 16702 0105,county_only,CITY OF DAYTON,TROY ST,DAYTON,400,Commercial vacant land,C,0000.21300,000000000000.00,000000000000.00,N,,,Y,,,
R72 16702 0107,county_only,CITY OF DAYTON,TROY ST,DAYTON,400,Commercial vacant land,C,0000.20000,000000000000.00,000000000000.00,N,,,Y,,,
R72 16703 0031,both,DAYTON CITY OF,CANAL LAND,DAYTON,400,Commercial vacant land,C,0001.74000,000000000000.00,000000000000.00,N,,,Y,39113-001800-1,39.792648720097326,-84.16382861080491
R72 16703 0036,both,DAYTON CITY OF,CANAL LAND,DAYTON,400,Commercial vacant land,C,0004.53400,000000000000.00,000000000000.00,N,,,Y,,39.79021712816109,-84.16431946242149
R72 16703 0037,both,DAYTON CITY OF,CANAL LAND,DAYTON,400,Commercial vacant land,C,0000.34300,000000000000.00,000000000000.00,N,,,Y,,39.78818187435365,-84.16483757845192
R72 16703 0038,both,DAYTON CITY OF,CANAL LAND,DAYTON,400,Commercial vacant land,C,0002.30500,000000000000.00,000000000000.00,N,,,Y,,39.7869750433581,-84.16510770629438
R72 16706 0062,county_only,CITY OF DAYTON,TROY ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 16707 0030,county_only,CITY OF DAYTON,TROY ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 16707 0031,county_only,CITY OF DAYTON,TROY ST,DAYTON,400,Commercial vacant land,C,0000.00000,000000000000.00,000000000000.00,N,,,Y,,,
R72 16810 0010,both,CITY OF DAYTON,CONE CT,DAYTON,400,Commercial vacant land,C,0009.72600,000000025260.00,000000000000.00,N,Water,,Y,39113-004300-1,39.72715883093005,-84.25083459910707
R72 16901 0037,county_only,CITY OF DAYTON,873 S GETTYSBURG AVE,DAYTON,400,Commercial vacant land,C,0000.04000,000000000000.00,000000000000.00,N,,,Y,,,
R72 16901 0075,both,CITY OF DAYTON,ST RT 35,DAYTON,400,Commercial vacant land,C,0002.64800,000000013110.00,000000000000.00,N,,,Y,39113-004600-2,39.73497244704167,-84.26163515248852
R72 16905 0035,county_only,DAYTON CITY OF,GUTHRIE RD,DAYTON,400,Commercial vacant land,C,0000.03810,000000000000.00,000000000000.00,N,,,Y,,,
R72 16905 0036,county_only,DAYTON CITY OF,GUTHRIE RD,DAYTON,400,Commercial vacant land,C,0000.03660,000000000000.00,000000000000.00,N,,,Y,,,
R72 16905 0037,county_only,DAYTON CITY OF,GUTHRIE RD,DAYTON,400,Commercial vacant land,C,0000.00080,000000000000.00,000000000000.00,N,,,Y,,,
R72 16905 0038,county_only,DAYTON CITY OF,GUTHRIE RD,DAYTON,400,Commercial vacant land,C,0000.00170,000000000000.00,000000000000.00,N,,,Y,,,
R72 16906 0019,county_only,CITY OF DAYTON,S GETTYSBURG AVE,DAYTON,400,Commercial vacant land,C,0000.25300,000000000000.00,000000000000.00,N,,,Y,,,
R72 16906 0020,county_only,CITY OF DAYTON,S GETTYSBURG AVE,DAYTON,400,Commercial vacant land,C,0000.37300,000000000000.00,000000000000.00,N,,,Y,,,
R72 16907 0060,county_only,CITY OF DAYTON,LYLEBURN RD,DAYTON,400,Commercial vacant land,C,0001.10700,000000000000.00,000000000000.00,N,,,Y,,,
R72 16907 0061,county_only,CITY OF DAYTON,S GETTYSBURG AVE,DAYTON,400,Commercial vacant land,C,0000.67600,000000000000.00,000000000000.00,N,,,Y,,,
R72 16910 0033,county_only,CITY OF DAYTON,LISCUM DR,DAYTON,400,Commercial vacant land,C,0000.02200,000000000000.00,000000000000.00,N,,,Y,,,
R72 17002 0069,county_only,CITY OF DAYTON,OLD TROY PIKE,DAYTON,400,Commercial vacant land,C,0000.22900,000000000000.00,000000000000.00,N,,,Y,,,
R72 17103 0007,both,CITY OF DAYTON,4621 HOOVER AVE,DAYTON,640,"Exempt, owned by municipals",E,0000.25100,000000002970.00,000000000000.00,N,Planning,Surplus,Y,39113-070300-1,39.761721015440926,-84.26343348731311
R72 17105 0002,both,CITY OF DAYTON,BECKER DR,DAYTON,640,"Exempt, owned by municipals",E,0000.34200,000000001880.00,000000000000.00,N,Planning,Surplus,Y,39113-070202-1,39.75733361912685,-84.27225643205608
R72 17615 0009,county_only,CITY OF DAYTON,FINDLAY ST,DAYTON,400,Commercial vacant land,C,0000.05500,000000000000.00,000000000000.00,N,,,Y,,,
R72117011 0018,both,CITY OF DAYTON,3540 NEEDMORE RD,DAYTON,400,Commercial vacant land,C,0000.91800,000000095290.00,000000000000.00,N,,,Y,39113-080700-1,39.81974996727265,-84.16061885635148
R72117204 0056,county_only,DAYTON CITY OF,SHOUP MILL RD,DAYTON,400,Commercial vacant land,C,0000.06600,000000000000.00,000000000000.00,N,,,Y,,,
R72117204 0057,county_only,DAYTON CITY OF,FREDERICK PIKE,DAYTON,400,Commercial vacant land,C,0000.03400,000000000000.00,000000000000.00,N,,,Y,,,
R72217303 0020,county_only,THE CITY OF DAYTON,INTERPOINT BLVD,DAYTON,400,Commercial vacant land,C,0001.44000,000000000000.00,000000000000.00,N,,,Y,,,
R72317110 0028,county_only,DAYTON CITY OF,MILLER AVE,DAYTON,400,Commercial vacant land,C,0000.32900,000000000000.00,000000000000.00,N,,,Y,,,
R72410801 0004,county_only,DAYTON CITY OF,UNION SCHOOLHOUSE RD,DAYTON,500,"Residential vacant land, lot",R,0000.34000,000000000000.00,000000000000.00,N,,,Y,,,
R72717413 0016,both,DAYTON CITY OF,CONCORDE DR,DAYTON,300,"Industrial, vacant land",I,0005.76610,000000461290.00,000000000000.00,N,,,Y,39113-110100-1,39.888079116721954,-84.24456215148179
R72717413 0020,both,DAYTON CITY OF,11534 PETERS PIKE,DAYTON,500,"Residential vacant land, lot",R,0009.71900,000000132660.00,000000000000.00,N,,,Y,39113-110100-1,39.91574136500922,-84.22513501444908
R72717413 0021,both,DAYTON CITY OF,JACKSON RD,DAYTON,400,Commercial vacant land,C,0000.95500,000000002110.00,000000000000.00,N,,,Y,39113-110100-1,,
